h,x,K,abs_err
0.0,298097.93965647276,200,2.0031629678014724
0.0,298097.93965647276,250,1.6097419576290122
0.0,298097.93965647276,300,0.9252711453773372
0.0,298097.93965647276,1526,0.09696914644518984
0.0,298097.93965647276,2000,0.5329945277153456
0.0,307029.062975785,1,4.147698922264681
0.0,307029.062975785,5,8.319080017456145
0.0,307029.062975785,10,11.090839263950329
0.0,307029.062975785,25,10.252075311491353
0.0,307029.062975785,50,5.38544444767831
0.0,307029.062975785,100,2.767406850016414
0.0,307029.062975785,133,0.514028442237759
0.0,307029.062975785,150,0.8882526994602813
0.0,307029.062975785,200,0.26654357813094975
0.0,307029.062975785,250,0.8884787165443413
0.0,307029.062975785,300,0.8855772389397316
0.0,307029.062975785,1526,0.4414828351473261
0.0,307029.062975785,2000,0.0259952527594578
0.0,316227.76601683797,1,13.120667271501588
0.0,316227.76601683797,5,4.256831816961494
0.0,316227.76601683797,10,4.945841269247467
0.0,316227.76601683797,25,5.455506854705163
0.0,316227.76601683797,50,1.8793767362876679
0.0,316227.76601683797,100,1.8959769547327596
0.0,316227.76601683797,133,0.48193214961429476
0.0,316227.76601683797,150,0.782021815142798
0.0,316227.76601683797,200,1.1482720229323604
0.0,316227.76601683797,250,0.09905507816074532
0.0,316227.76601683797,300,0.4372489738125296
0.0,316227.76601683797,1526,1.198637794375827
0.0,316227.76601683797,2000,1.1928655708325095
1e-06,100000.0,1,2.523946293473273
1e-06,100000.0,5,0.3412716681687016
1e-06,100000.0,10,0.08573080902897345
1e-06,100000.0,25,1.9060581560261198
1e-06,100000.0,50,3.0917684637533966
1e-06,100000.0,100,2.7936064799087035
1e-06,100000.0,133,0.3329023449186934
1e-06,100000.0,150,0.7636411233597755
1e-06,100000.0,200,1.0086505911931454
1e-06,100000.0,250,1.331888591463212
1e-06,100000.0,300,1.582795854556025
1e-06,100000.0,1526,0.1211625120104145
1e-06,100000.0,2000,0.16925691112737695
1e-06,102996.03658099899,1,5.516561688542424
1e-06,102996.03658099899,5,1.591386754227642
1e-06,102996.03658099899,10,4.144093890652584
1e-06,102996.03658099899,25,2.740625101067053
1e-06,102996.03658099899,50,1.7464933544160886
1e-06,102996.03658099899,100,0.15194293179047236
1e-06,102996.03658099899,133,0.3784175420496467
1e-06,102996.03658099899,150,0.2574249878907722
1e-06,102996.03658099899,200,0.5698255131937913
1e-06,102996.03658099899,250,0.09222464009508258
1e-06,102996.03658099899,300,0.8933111414626183
1e-06,102996.03658099899,1526,0.5447980450189789
1e-06,102996.03658099899,2000,0.05774195491540013
1e-06,106081.83551394482,1,2.4291093129759247
1e-06,106081.83551394482,5,5.438731753974935
1e-06,106081.83551394482,10,4.402801740387076
1e-06,106081.83551394482,25,4.1352147000034165
1e-06,106081.83551394482,50,3.484252507709243
1e-06,106081.83551394482,100,5.957758983364329
1e-06,106081.83551394482,133,3.749376047491751
1e-06,106081.83551394482,150,2.7845700682701136
1e-06,106081.83551394482,200,2.5420913068028312
1e-06,106081.83551394482,250,1.905100699796094
1e-06,106081.83551394482,300,1.3027593895913014
1e-06,106081.83551394482,1526,1.265701566813732
1e-06,106081.83551394482,2000,1.4027738840577513
1e-06,109260.0861117378,1,2.2119145588749234
1e-06,109260.0861117378,5,1.645620463144951
1e-06,109260.0861117378,10,0.6150556754855643
1e-06,109260.0861117378,25,2.264037475530131
1e-06,109260.0861117378,50,1.7566974076671613
1e-06,109260.0861117378,100,0.31951906019457965
1e-06,109260.0861117378,133,0.24642566592228832
1e-06,109260.0861117378,150,0.9281667717132223
1e-06,109260.0861117378,200,0.8858933449355391
1e-06,109260.0861117378,250,0.22342914861474128
1e-06,109260.0861117378,300,0.17274073753287666
1e-06,109260.0861117378,1526,0.21780200141802197
1e-06,109260.0861117378,2000,0.5938371807424119
1e-06,112533.55826007646,1,1.0270293427875004
1e-06,112533.55826007646,5,0.8972625808382872
1e-06,112533.55826007646,10,0.059751251774287084
1e-06,112533.55826007646,25,2.0271221011335
1e-06,112533.55826007646,50,1.3311999872566957
1e-06,112533.55826007646,100,1.5933542830371152
1e-06,112533.55826007646,133,1.9911021174939378
1e-06,112533.55826007646,150,0.8562892884474422
1e-06,112533.55826007646,200,0.8729430864095775
1e-06,112533.55826007646,250,0.5257324396934564
1e-06,112533.55826007646,300,1.0721060927135113
1e-06,112533.55826007646,1526,1.439374249024695
1e-06,112533.55826007646,2000,1.0562757923853496
1e-06,115905.10483144816,1,4.442315145272005
1e-06,115905.10483144816,5,7.314363645102276
1e-06,115905.10483144816,10,7.409257037794305
1e-06,115905.10483144816,25,7.990502426147941
1e-06,115905.10483144816,50,6.951491100093335
1e-06,115905.10483144816,100,7.418138961556906
1e-06,115905.10483144816,133,7.394485840168272
1e-06,115905.10483144816,150,6.450833884791791
1e-06,115905.10483144816,200,5.799161514572916
1e-06,115905.10483144816,250,5.681680051970034
1e-06,115905.10483144816,300,6.200704551130912
1e-06,115905.10483144816,1526,2.965251318357332
1e-06,115905.10483144816,2000,2.2375539534259588
1e-06,119377.66417144357,1,4.699688215338028
1e-06,119377.66417144357,5,2.9546087204143987
1e-06,119377.66417144357,10,3.152929067318837
1e-06,119377.66417144357,25,2.1535627974080853
1e-06,119377.66417144357,50,0.6718692736940284
1e-06,119377.66417144357,100,0.01451518687645148
1e-06,119377.66417144357,133,0.22040679236670258
1e-06,119377.66417144357,150,0.46691866205037513
1e-06,119377.66417144357,200,0.8022191935870069
1e-06,119377.66417144357,250,0.3960705725257867
1e-06,119377.66417144357,300,0.28096282551450713
1e-06,119377.66417144357,1526,0.14849008283999865
1e-06,119377.66417144357,2000,0.20002286550879944
